,Day,Lab Test,Confirmed case,Death Case,Number of Vaccinations (First Dose),Number of Vaccinations (Second Dose)
18,2020-04-22 00:00:00,3096,390,10,0.0,0.0
19,2020-04-23 00:00:00,3416,414,7,0.0,0.0
20,2020-04-24 00:00:00,3686,503,4,0.0,0.0
21,2020-04-25 00:00:00,3337,309,9,0.0,0.0
22,2020-04-26 00:00:00,3476,418,5,0.0,0.0
23,2020-04-27 00:00:00,3812,497,7,0.0,0.0
24,2020-04-28 00:00:00,4332,549,3,0.0,0.0
25,2020-04-29 00:00:00,4968,641,8,0.0,0.0
26,2020-04-30 00:00:00,4965,564,5,0.0,0.0
27,2020-05-01 00:00:00,5573,571,2,0.0,0.0
28,2020-05-02 00:00:00,5827,552,5,0.0,0.0
29,2020-05-03 00:00:00,5368,665,2,0.0,0.0
30,2020-05-04 00:00:00,6260,688,5,0.0,0.0
31,2020-05-05 00:00:00,5711,786,1,0.0,0.0
32,2020-05-06 00:00:00,6241,790,3,0.0,0.0
33,2020-05-07 00:00:00,5867,706,13,0.0,0.0
34,2020-05-08 00:00:00,5941,709,7,0.0,0.0
35,2020-05-09 00:00:00,5465,636,8,0.0,0.0
36,2020-05-10 00:00:00,5638,887,14,0.0,0.0
37,2020-05-11 00:00:00,7208,1034,11,0.0,0.0
38,2020-05-12 00:00:00,6773,969,11,0.0,0.0
39,2020-05-13 00:00:00,7900,1162,19,0.0,0.0
40,2020-05-14 00:00:00,7392,1041,14,0.0,0.0
41,2020-05-15 00:00:00,8582,1202,15,0.0,0.0
42,2020-05-16 00:00:00,6782,930,16,0.0,0.0
43,2020-05-17 00:00:00,8184,1273,14,0.0,0.0
44,2020-05-18 00:00:00,9788,1602,21,0.0,0.0
45,2020-05-19 00:00:00,8449,1251,21,0.0,0.0
46,2020-05-20 00:00:00,10207,1617,16,0.0,0.0
47,2020-05-21 00:00:00,10262,1773,22,0.0,0.0
48,2020-05-22 00:00:00,9727,1694,24,0.0,0.0
49,2020-05-23 00:00:00,10834,1873,20,0.0,0.0
50,2020-05-24 00:00:00,8908,1532,28,0.0,0.0
51,2020-05-25 00:00:00,9451,1975,21,0.0,0.0
52,2020-05-26 00:00:00,5407,1166,21,0.0,0.0
53,2020-05-27 00:00:00,8015,1541,22,0.0,0.0
54,2020-05-28 00:00:00,9310,2029,15,0.0,0.0
55,2020-05-29 00:00:00,11301,2523,23,0.0,0.0
56,2020-05-30 00:00:00,9987,1764,28,0.0,0.0
57,2020-05-31 00:00:00,11876,2545,40,0.0,0.0
58,2020-06-01 00:00:00,11439,2381,22,0.0,0.0
59,2020-06-02 00:00:00,12704,2911,37,0.0,0.0
60,2020-06-03 00:00:00,12510,2695,37,0.0,0.0
61,2020-06-04 00:00:00,12694,2423,35,0.0,0.0
62,2020-06-05 00:00:00,14088,2828,30,0.0,0.0
63,2020-06-06 00:00:00,12486,2635,35,0.0,0.0
64,2020-06-07 00:00:00,13136,2743,42,0.0,0.0
65,2020-06-08 00:00:00,12944,2735,42,0.0,0.0
66,2020-06-09 00:00:00,14668,3171,45,0.0,0.0
67,2020-06-10 00:00:00,15965,3190,37,0.0,0.0
68,2020-06-11 00:00:00,15772,3187,37,0.0,0.0
69,2020-06-12 00:00:00,15990,3471,46,0.0,0.0
70,2020-06-13 00:00:00,16638,2856,44,0.0,0.0
71,2020-06-14 00:00:00,14505,3141,32,0.0,0.0
72,2020-06-15 00:00:00,15038,3099,38,0.0,0.0
73,2020-06-16 00:00:00,17214,3862,53,0.0,0.0
74,2020-06-17 00:00:00,17527,4008,43,0.0,0.0
75,2020-06-18 00:00:00,16259,3803,38,0.0,0.0
76,2020-06-19 00:00:00,15045,3243,45,0.0,0.0
77,2020-06-20 00:00:00,14031,3240,37,0.0,0.0
78,2020-06-21 00:00:00,15585,3531,39,0.0,0.0
79,2020-06-22 00:00:00,15555,3480,38,0.0,0.0
80,2020-06-23 00:00:00,16292,3412,43,0.0,0.0
81,2020-06-24 00:00:00,16433,3462,37,0.0,0.0
82,2020-06-25 00:00:00,17999,3946,39,0.0,0.0
83,2020-06-26 00:00:00,18498,3868,40,0.0,0.0
84,2020-06-27 00:00:00,15157,3504,34,0.0,0.0
85,2020-06-28 00:00:00,18099,3809,43,0.0,0.0
86,2020-06-29 00:00:00,17837,4014,45,0.0,0.0
87,2020-06-30 00:00:00,18426,3682,64,0.0,0.0
88,2020-07-01 00:00:00,17875,3775,41,0.0,0.0
89,2020-07-02 00:00:00,18362,4019,38,0.0,0.0
90,2020-07-03 00:00:00,14650,3114,42,0.0,0.0
91,2020-07-04 00:00:00,14727,3288,29,0.0,0.0
92,2020-07-05 00:00:00,13988,2738,55,0.0,0.0
93,2020-07-06 00:00:00,14245,3201,44,0.0,0.0
94,2020-07-07 00:00:00,13173,3027,55,0.0,0.0
95,2020-07-08 00:00:00,15672,3489,46,0.0,0.0
96,2020-07-09 00:00:00,15632,3360,41,0.0,0.0
97,2020-07-10 00:00:00,13488,2949,37,0.0,0.0
98,2020-07-11 00:00:00,11193,2686,30,0.0,0.0
99,2020-07-12 00:00:00,11059,2666,47,0.0,0.0
100,2020-07-13 00:00:00,12423,3099,39,0.0,0.0
101,2020-07-14 00:00:00,13453,3163,33,0.0,0.0
102,2020-07-15 00:00:00,14002,3533,33,0.0,0.0
103,2020-07-16 00:00:00,12889,2733,39,0.0,0.0
104,2020-07-17 00:00:00,13460,3034,51,0.0,0.0
105,2020-07-18 00:00:00,10923,2709,34,0.0,0.0
106,2020-07-19 00:00:00,10625,2459,37,0.0,0.0
107,2020-07-20 00:00:00,13362,2928,50,0.0,0.0
108,2020-07-21 00:00:00,12898,3057,41,0.0,0.0
109,2020-07-22 00:00:00,12050,2744,42,0.0,0.0
110,2020-07-23 00:00:00,12398,2856,50,0.0,0.0
111,2020-07-24 00:00:00,12027,2548,35,0.0,0.0
112,2020-07-25 00:00:00,10446,2520,38,0.0,0.0
113,2020-07-26 00:00:00,10078,2275,54,0.0,0.0
114,2020-07-27 00:00:00,12859,2772,37,0.0,0.0
115,2020-07-28 00:00:00,12714,2960,35,0.0,0.0
116,2020-07-29 00:00:00,14127,3009,35,0.0,0.0
117,2020-07-30 00:00:00,12937,2695,48,0.0,0.0
118,2020-07-31 00:00:00,12614,2772,28,0.0,0.0
119,2020-08-01 00:00:00,8802,2199,21,0.0,0.0
120,2020-08-02 00:00:00,3684,886,22,0.0,0.0
121,2020-08-03 00:00:00,4249,1356,30,0.0,0.0
122,2020-08-04 00:00:00,7712,1918,50,0.0,0.0
123,2020-08-05 00:00:00,11160,2654,33,0.0,0.0
124,2020-08-06 00:00:00,12708,2977,39,0.0,0.0
125,2020-08-07 00:00:00,12699,2851,27,0.0,0.0
126,2020-08-08 00:00:00,11737,2611,32,0.0,0.0
127,2020-08-09 00:00:00,10759,2487,34,0.0,0.0
128,2020-08-10 00:00:00,12849,2907,39,0.0,0.0
129,2020-08-11 00:00:00,14820,2996,33,0.0,0.0
130,2020-08-12 00:00:00,14751,2995,42,0.0,0.0
131,2020-08-13 00:00:00,13162,2617,44,0.0,0.0
132,2020-08-14 00:00:00,12856,2766,34,0.0,0.0
133,2020-08-15 00:00:00,12891,2644,34,0.0,0.0
134,2020-08-16 00:00:00,10018,2024,32,0.0,0.0
135,2020-08-17 00:00:00,12523,2595,37,0.0,0.0
136,2020-08-18 00:00:00,14630,3200,46,0.0,0.0
137,2020-08-19 00:00:00,14678,2747,41,0.0,0.0
138,2020-08-20 00:00:00,14059,2868,41,0.0,0.0
139,2020-08-21 00:00:00,12943,2401,39,0.0,0.0
140,2020-08-22 00:00:00,11356,2265,46,0.0,0.0
141,2020-08-23 00:00:00,10801,1973,34,0.0,0.0
142,2020-08-24 00:00:00,13382,2485,42,0.0,0.0
143,2020-08-25 00:00:00,14153,2545,45,0.0,0.0
144,2020-08-26 00:00:00,15070,2519,54,0.0,0.0
145,2020-08-27 00:00:00,15124,2436,45,0.0,0.0
146,2020-08-28 00:00:00,13741,2211,47,0.0,0.0
147,2020-08-29 00:00:00,11689,2131,32,0.0,0.0
148,2020-08-30 00:00:00,11934,1897,42,0.0,0.0
149,2020-08-31 00:00:00,12454,2174,33,0.0,0.0
150,2020-09-01 00:00:00,12209,1950,35,0.0,0.0
151,2020-09-02 00:00:00,15204,2582,35,0.0,0.0
152,2020-09-03 00:00:00,14422,2158,32,0.0,0.0
153,2020-09-04 00:00:00,13073,1929,29,0.0,0.0
154,2020-09-05 00:00:00,12847,1950,35,0.0,0.0
155,2020-09-06 00:00:00,11354,1592,32,0.0,0.0
156,2020-09-07 00:00:00,15412,2202,37,0.0,0.0
157,2020-09-08 00:00:00,14973,1892,36,0.0,0.0
158,2020-09-09 00:00:00,14755,1827,41,0.0,0.0
159,2020-09-10 00:00:00,15559,1892,41,0.0,0.0
160,2020-09-11 00:00:00,14747,1792,34,0.0,0.0
161,2020-09-12 00:00:00,10723,1282,34,0.0,0.0
162,2020-09-13 00:00:00,12999,1476,31,0.0,0.0
163,2020-09-14 00:00:00,14216,1812,26,0.0,0.0
164,2020-09-15 00:00:00,14050,1724,43,0.0,0.0
165,2020-09-16 00:00:00,13360,1615,21,0.0,0.0
166,2020-09-17 00:00:00,13673,1593,36,0.0,0.0
167,2020-09-18 00:00:00,12730,1541,22,0.0,0.0
168,2020-09-19 00:00:00,13170,1567,32,0.0,0.0
169,2020-09-20 00:00:00,11591,1544,26,0.0,0.0
170,2020-09-21 00:00:00,13053,1705,40,0.0,0.0
171,2020-09-22 00:00:00,14164,1557,28,0.0,0.0
172,2020-09-23 00:00:00,14150,1666,37,0.0,0.0
173,2020-09-24 00:00:00,12900,1540,28,0.0,0.0
174,2020-09-25 00:00:00,12473,1383,21,0.0,0.0
175,2020-09-26 00:00:00,10765,1106,36,0.0,0.0
176,2020-09-27 00:00:00,10685,1275,32,0.0,0.0
177,2020-09-28 00:00:00,11922,1407,32,0.0,0.0
178,2020-09-29 00:00:00,12869,1488,26,0.0,0.0
179,2020-09-30 00:00:00,13404,1436,32,0.0,0.0
180,2020-10-01 00:00:00,11420,1508,21,0.0,0.0
181,2020-10-02 00:00:00,11176,1396,33,0.0,0.0
182,2020-10-03 00:00:00,9554,1182,20,0.0,0.0
183,2020-10-04 00:00:00,9859,1125,23,0.0,0.0
184,2020-10-05 00:00:00,11767,1442,27,0.0,0.0
185,2020-10-06 00:00:00,12345,1499,30,0.0,0.0
186,2020-10-07 00:00:00,13032,1520,35,0.0,0.0
187,2020-10-08 00:00:00,12605,1441,20,0.0,0.0
188,2020-10-09 00:00:00,11256,1278,17,0.0,0.0
189,2020-10-10 00:00:00,10859,1203,23,0.0,0.0
190,2020-10-11 00:00:00,9467,1193,24,0.0,0.0
191,2020-10-12 00:00:00,13227,1472,31,0.0,0.0
192,2020-10-13 00:00:00,13815,1537,22,0.0,0.0
193,2020-10-14 00:00:00,14411,1684,16,0.0,0.0
194,2020-10-15 00:00:00,14104,1600,15,0.0,0.0
195,2020-10-16 00:00:00,13577,1527,15,0.0,0.0
196,2020-10-17 00:00:00,11573,1209,23,0.0,0.0
197,2020-10-18 00:00:00,11866,1274,14,0.0,0.0
198,2020-10-19 00:00:00,15146,1637,21,0.0,0.0
199,2020-10-20 00:00:00,13611,1380,18,0.0,0.0
200,2020-10-21 00:00:00,14086,1545,24,0.0,0.0
201,2020-10-22 00:00:00,14958,1696,24,0.0,0.0
202,2020-10-23 00:00:00,14119,1586,14,0.0,0.0
203,2020-10-24 00:00:00,10998,1094,19,0.0,0.0
